canon,n,pred_tg
*CCCCCCS(=O)(=O)c1ccc(N=Nc2ccc(N(C)CCCCCC(=O)O*)cc2)cc1,1,83.50899634013587
*CCCCCCS(=O)(=O)c1ccc(N=Nc2ccc(N(C)CCCCCC(=O)O*)cc2)cc1,2,74.36875933738688
*CCCCCCS(=O)(=O)c1ccc(N=Nc2ccc(N(C)CCCCCC(=O)O*)cc2)cc1,3,66.91941694045111
*CCCCCCS(=O)(=O)c1ccc(N=Nc2ccc(N(C)CCCCCC(=O)O*)cc2)cc1,4,63.187138555996924
*CCCCCCS(=O)(=O)c1ccc(N=Nc2ccc(N(C)CCCCCC(=O)O*)cc2)cc1,5,63.98081936890932
*CCCCCCS(=O)(=O)c1ccc(N=Nc2ccc(N(C)CCCCCC(=O)O*)cc2)cc1,6,65.91886536515474
*CCCCCCS(=O)(=O)c1ccc(N=Nc2ccc(N(C)CCCCCC(=O)O*)cc2)cc1,8,65.14825693671376
*C=Cc1cc(OCCCCCCCCCCCC)c(*)cc1OC,1,28.120606421229436
*C=Cc1cc(OCCCCCCCCCCCC)c(*)cc1OC,2,79.67466423337463
*C=Cc1cc(OCCCCCCCCCCCC)c(*)cc1OC,3,81.94318115488389
*C=Cc1cc(OCCCCCCCCCCCC)c(*)cc1OC,4,72.31150888800218
*C=Cc1cc(OCCCCCCCCCCCC)c(*)cc1OC,5,74.06446432177748
*C=Cc1cc(OCCCCCCCCCCCC)c(*)cc1OC,6,73.52192849490349
*C=Cc1cc(OCCCCCCCCCCCC)c(*)cc1OC,8,73.2699269468739
*Oc1cccc(C(=O)Nc2ccc(-c3ccc(NC(=O)c4cccc(Oc5nc(*)nc(Sc6ccccc6)n5)c4)cc3)cc2)c1,1,250.58553984269093
*Oc1cccc(C(=O)Nc2ccc(-c3ccc(NC(=O)c4cccc(Oc5nc(*)nc(Sc6ccccc6)n5)c4)cc3)cc2)c1,2,237.4761417335354
*Oc1cccc(C(=O)Nc2ccc(-c3ccc(NC(=O)c4cccc(Oc5nc(*)nc(Sc6ccccc6)n5)c4)cc3)cc2)c1,3,206.71955602232075
*Oc1cccc(C(=O)Nc2ccc(-c3ccc(NC(=O)c4cccc(Oc5nc(*)nc(Sc6ccccc6)n5)c4)cc3)cc2)c1,4,206.4333154906065
*Oc1cccc(C(=O)Nc2ccc(-c3ccc(NC(=O)c4cccc(Oc5nc(*)nc(Sc6ccccc6)n5)c4)cc3)cc2)c1,5,208.91730707390835
*Oc1cccc(C(=O)Nc2ccc(-c3ccc(NC(=O)c4cccc(Oc5nc(*)nc(Sc6ccccc6)n5)c4)cc3)cc2)c1,6,207.64582506828478
*Oc1cccc(C(=O)Nc2ccc(-c3ccc(NC(=O)c4cccc(Oc5nc(*)nc(Sc6ccccc6)n5)c4)cc3)cc2)c1,8,203.87202621278718
*Oc1ccc(C(=O)Nc2ccc(C(c3ccc(NC(=O)c4ccc(OC(=O)c5cccc(C(*)=O)c5)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,1,244.76588579707632
*Oc1ccc(C(=O)Nc2ccc(C(c3ccc(NC(=O)c4ccc(OC(=O)c5cccc(C(*)=O)c5)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,2,232.95229225512682
*Oc1ccc(C(=O)Nc2ccc(C(c3ccc(NC(=O)c4ccc(OC(=O)c5cccc(C(*)=O)c5)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,3,233.39330048016473
*Oc1ccc(C(=O)Nc2ccc(C(c3ccc(NC(=O)c4ccc(OC(=O)c5cccc(C(*)=O)c5)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,4,230.29463721263218
*Oc1ccc(C(=O)Nc2ccc(C(c3ccc(NC(=O)c4ccc(OC(=O)c5cccc(C(*)=O)c5)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,5,232.82918737532486
*Oc1ccc(C(=O)Nc2ccc(C(c3ccc(NC(=O)c4ccc(OC(=O)c5cccc(C(*)=O)c5)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,6,233.26304487756948
*Oc1ccc(C(=O)Nc2ccc(C(c3ccc(NC(=O)c4ccc(OC(=O)c5cccc(C(*)=O)c5)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,8,231.69451234503754
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,-1.675458041522499
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2,14.369301620492687
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3,37.81873070238064
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4,36.046357674629256
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5,28.191387467126372
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6,36.56448925310615
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,8,34.27040420029581
*CC(*)(C)C(=O)OCC(C)O,1,31.718193780728267
*CC(*)(C)C(=O)OCC(C)O,2,45.53665235332489
*CC(*)(C)C(=O)OCC(C)O,3,40.23991989893547
*CC(*)(C)C(=O)OCC(C)O,4,47.80296751501606
*CC(*)(C)C(=O)OCC(C)O,5,34.850614394276846
*CC(*)(C)C(=O)OCC(C)O,6,33.35837613673109
*CC(*)(C)C(=O)OCC(C)O,8,33.43776150896636
*C(=O)Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5cccc(Oc6ccc(N7C(=O)c8ccc(*)cc8C7=O)cc6)c5)cc3)C4=O)cc2)cc1,1,219.2227432862189
*C(=O)Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5cccc(Oc6ccc(N7C(=O)c8ccc(*)cc8C7=O)cc6)c5)cc3)C4=O)cc2)cc1,2,237.48169712987846
*C(=O)Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5cccc(Oc6ccc(N7C(=O)c8ccc(*)cc8C7=O)cc6)c5)cc3)C4=O)cc2)cc1,3,234.94083975931593
*C(=O)Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5cccc(Oc6ccc(N7C(=O)c8ccc(*)cc8C7=O)cc6)c5)cc3)C4=O)cc2)cc1,4,239.4766697804785
*C(=O)Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5cccc(Oc6ccc(N7C(=O)c8ccc(*)cc8C7=O)cc6)c5)cc3)C4=O)cc2)cc1,5,241.14265591509118
*C(=O)Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5cccc(Oc6ccc(N7C(=O)c8ccc(*)cc8C7=O)cc6)c5)cc3)C4=O)cc2)cc1,6,239.70362843447916
*C(=O)Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5cccc(Oc6ccc(N7C(=O)c8ccc(*)cc8C7=O)cc6)c5)cc3)C4=O)cc2)cc1,8,239.5682209526141
*O[Si](C)(C)c1cc(OCCO)c([Si](*)(C)C)cc1OCCO,1,76.54519533287875
*O[Si](C)(C)c1cc(OCCO)c([Si](*)(C)C)cc1OCCO,2,71.85659809030227
*O[Si](C)(C)c1cc(OCCO)c([Si](*)(C)C)cc1OCCO,3,53.108410330980064
*O[Si](C)(C)c1cc(OCCO)c([Si](*)(C)C)cc1OCCO,4,51.69939341009227
*O[Si](C)(C)c1cc(OCCO)c([Si](*)(C)C)cc1OCCO,5,62.803262944366175
*O[Si](C)(C)c1cc(OCCO)c([Si](*)(C)C)cc1OCCO,6,71.0610186327967
*O[Si](C)(C)c1cc(OCCO)c([Si](*)(C)C)cc1OCCO,8,68.5348418159934
*CCCCNC(=O)Cc1ccc(C(=O)N*)cc1,1,105.60884817973044
*CCCCNC(=O)Cc1ccc(C(=O)N*)cc1,2,117.56980806277697
*CCCCNC(=O)Cc1ccc(C(=O)N*)cc1,3,116.23691030174136
*CCCCNC(=O)Cc1ccc(C(=O)N*)cc1,4,117.05391240690217
*CCCCNC(=O)Cc1ccc(C(=O)N*)cc1,5,103.32271572000312
*CCCCNC(=O)Cc1ccc(C(=O)N*)cc1,6,99.42943276248987
*CCCCNC(=O)Cc1ccc(C(=O)N*)cc1,8,97.03541453392683
*Oc1ccc(-c2ccc(Oc3ccc(*)cc3)c3ccccc23)c2ccccc12,1,284.21011238227186
*Oc1ccc(-c2ccc(Oc3ccc(*)cc3)c3ccccc23)c2ccccc12,2,265.78485723991855
*Oc1ccc(-c2ccc(Oc3ccc(*)cc3)c3ccccc23)c2ccccc12,3,274.88317113678534
*Oc1ccc(-c2ccc(Oc3ccc(*)cc3)c3ccccc23)c2ccccc12,4,263.95684853832125
*Oc1ccc(-c2ccc(Oc3ccc(*)cc3)c3ccccc23)c2ccccc12,5,270.1846787908779
*Oc1ccc(-c2ccc(Oc3ccc(*)cc3)c3ccccc23)c2ccccc12,6,267.18731381457997
*Oc1ccc(-c2ccc(Oc3ccc(*)cc3)c3ccccc23)c2ccccc12,8,270.70351396921427
*c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(-c5c6c(c(*)c7ccccc57)C(=O)N(c5ccc(Cl)cc5)C6=O)cc4)cc3)cc2)cc1,1,242.0799857302655
*c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(-c5c6c(c(*)c7ccccc57)C(=O)N(c5ccc(Cl)cc5)C6=O)cc4)cc3)cc2)cc1,2,276.69684552348576
*c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(-c5c6c(c(*)c7ccccc57)C(=O)N(c5ccc(Cl)cc5)C6=O)cc4)cc3)cc2)cc1,3,258.508790577239
*c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(-c5c6c(c(*)c7ccccc57)C(=O)N(c5ccc(Cl)cc5)C6=O)cc4)cc3)cc2)cc1,4,252.6050977233615
*c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(-c5c6c(c(*)c7ccccc57)C(=O)N(c5ccc(Cl)cc5)C6=O)cc4)cc3)cc2)cc1,5,260.1564648059301
*c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(-c5c6c(c(*)c7ccccc57)C(=O)N(c5ccc(Cl)cc5)C6=O)cc4)cc3)cc2)cc1,6,254.48375031943223
*c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(-c5c6c(c(*)c7ccccc57)C(=O)N(c5ccc(Cl)cc5)C6=O)cc4)cc3)cc2)cc1,8,249.86406108903765
*C(=O)Nc1ccc(-c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3c(C)cc(C)c(N5C(=O)c6ccc(*)cc6C5=O)c3C)C4=O)cc2C(F)(F)F)c(C(F)(F)F)c1,1,251.14148827673796
*C(=O)Nc1ccc(-c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3c(C)cc(C)c(N5C(=O)c6ccc(*)cc6C5=O)c3C)C4=O)cc2C(F)(F)F)c(C(F)(F)F)c1,2,258.33153271644505
*C(=O)Nc1ccc(-c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3c(C)cc(C)c(N5C(=O)c6ccc(*)cc6C5=O)c3C)C4=O)cc2C(F)(F)F)c(C(F)(F)F)c1,3,259.9329154273295
*C(=O)Nc1ccc(-c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3c(C)cc(C)c(N5C(=O)c6ccc(*)cc6C5=O)c3C)C4=O)cc2C(F)(F)F)c(C(F)(F)F)c1,4,267.88464764552015
*C(=O)Nc1ccc(-c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3c(C)cc(C)c(N5C(=O)c6ccc(*)cc6C5=O)c3C)C4=O)cc2C(F)(F)F)c(C(F)(F)F)c1,5,265.51854258769004
*C(=O)Nc1ccc(-c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3c(C)cc(C)c(N5C(=O)c6ccc(*)cc6C5=O)c3C)C4=O)cc2C(F)(F)F)c(C(F)(F)F)c1,6,265.1807447032902
*C(=O)Nc1ccc(-c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3c(C)cc(C)c(N5C(=O)c6ccc(*)cc6C5=O)c3C)C4=O)cc2C(F)(F)F)c(C(F)(F)F)c1,8,270.19215556385484
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)c3ccccc3-c3ccccc32)cc1,1,282.5438167252227
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)c3ccccc3-c3ccccc32)cc1,2,272.8591675610184
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)c3ccccc3-c3ccccc32)cc1,3,291.1613674198158
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)c3ccccc3-c3ccccc32)cc1,4,278.65568020193757
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)c3ccccc3-c3ccccc32)cc1,5,277.2675484250002
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)c3ccccc3-c3ccccc32)cc1,6,269.03989256675544
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)c3ccccc3-c3ccccc32)cc1,8,268.741918192909
*Oc1ccc(OC(=O)c2cc(OCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc(C(*)=O)c2)cc1,1,93.17888153284999
*Oc1ccc(OC(=O)c2cc(OCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc(C(*)=O)c2)cc1,2,82.6112156104345
*Oc1ccc(OC(=O)c2cc(OCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc(C(*)=O)c2)cc1,3,92.22787565386514
*Oc1ccc(OC(=O)c2cc(OCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc(C(*)=O)c2)cc1,4,82.58332527892242
*Oc1ccc(OC(=O)c2cc(OCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc(C(*)=O)c2)cc1,5,86.87467687694127
*Oc1ccc(OC(=O)c2cc(OCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc(C(*)=O)c2)cc1,6,92.8220797607297
*Oc1ccc(OC(=O)c2cc(OCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc(C(*)=O)c2)cc1,8,95.39111366192438
*C(=O)Oc1ccc(C2(c3ccc(OC(=O)c4ccc5c(c4)C(=O)N(c4ccc(-c6ccc(N7C(=O)c8ccc(*)cc8C7=O)cc6C)c(C)c4)C5=O)cc3)CCC(C(C)(C)C)CC2)cc1,1,219.83498691521172
*C(=O)Oc1ccc(C2(c3ccc(OC(=O)c4ccc5c(c4)C(=O)N(c4ccc(-c6ccc(N7C(=O)c8ccc(*)cc8C7=O)cc6C)c(C)c4)C5=O)cc3)CCC(C(C)(C)C)CC2)cc1,2,235.12352091594934
*C(=O)Oc1ccc(C2(c3ccc(OC(=O)c4ccc5c(c4)C(=O)N(c4ccc(-c6ccc(N7C(=O)c8ccc(*)cc8C7=O)cc6C)c(C)c4)C5=O)cc3)CCC(C(C)(C)C)CC2)cc1,3,245.44056237767884
*C(=O)Oc1ccc(C2(c3ccc(OC(=O)c4ccc5c(c4)C(=O)N(c4ccc(-c6ccc(N7C(=O)c8ccc(*)cc8C7=O)cc6C)c(C)c4)C5=O)cc3)CCC(C(C)(C)C)CC2)cc1,4,246.7454461849396
*C(=O)Oc1ccc(C2(c3ccc(OC(=O)c4ccc5c(c4)C(=O)N(c4ccc(-c6ccc(N7C(=O)c8ccc(*)cc8C7=O)cc6C)c(C)c4)C5=O)cc3)CCC(C(C)(C)C)CC2)cc1,5,254.07189347795943
*C(=O)Oc1ccc(C2(c3ccc(OC(=O)c4ccc5c(c4)C(=O)N(c4ccc(-c6ccc(N7C(=O)c8ccc(*)cc8C7=O)cc6C)c(C)c4)C5=O)cc3)CCC(C(C)(C)C)CC2)cc1,6,256.84446467902376
*C(=O)Oc1ccc(C2(c3ccc(OC(=O)c4ccc5c(c4)C(=O)N(c4ccc(-c6ccc(N7C(=O)c8ccc(*)cc8C7=O)cc6C)c(C)c4)C5=O)cc3)CCC(C(C)(C)C)CC2)cc1,8,259.9805009490891
*c1ccc(Oc2ccc(C(=O)c3cccc(C(=O)c4ccc(Oc5ccc(-c6c7c(c(*)c8ccccc68)C(=O)N(CCCCCCCCCCCC)C7=O)cc5)cc4)c3)cc2)cc1,1,126.09018619959862
*c1ccc(Oc2ccc(C(=O)c3cccc(C(=O)c4ccc(Oc5ccc(-c6c7c(c(*)c8ccccc68)C(=O)N(CCCCCCCCCCCC)C7=O)cc5)cc4)c3)cc2)cc1,2,136.79611772638097
*c1ccc(Oc2ccc(C(=O)c3cccc(C(=O)c4ccc(Oc5ccc(-c6c7c(c(*)c8ccccc68)C(=O)N(CCCCCCCCCCCC)C7=O)cc5)cc4)c3)cc2)cc1,3,119.99227471750473
*c1ccc(Oc2ccc(C(=O)c3cccc(C(=O)c4ccc(Oc5ccc(-c6c7c(c(*)c8ccccc68)C(=O)N(CCCCCCCCCCCC)C7=O)cc5)cc4)c3)cc2)cc1,4,120.53156336849811
*c1ccc(Oc2ccc(C(=O)c3cccc(C(=O)c4ccc(Oc5ccc(-c6c7c(c(*)c8ccccc68)C(=O)N(CCCCCCCCCCCC)C7=O)cc5)cc4)c3)cc2)cc1,5,124.68204827456806
*c1ccc(Oc2ccc(C(=O)c3cccc(C(=O)c4ccc(Oc5ccc(-c6c7c(c(*)c8ccccc68)C(=O)N(CCCCCCCCCCCC)C7=O)cc5)cc4)c3)cc2)cc1,6,125.77443824866327
*c1ccc(Oc2ccc(C(=O)c3cccc(C(=O)c4ccc(Oc5ccc(-c6c7c(c(*)c8ccccc68)C(=O)N(CCCCCCCCCCCC)C7=O)cc5)cc4)c3)cc2)cc1,8,124.62371986571708
*c1cc(N=Cc2ccc(F)cc2)c(O)c(*)c1C,1,154.76376149191
*c1cc(N=Cc2ccc(F)cc2)c(O)c(*)c1C,2,211.94957632325142
*c1cc(N=Cc2ccc(F)cc2)c(O)c(*)c1C,3,252.39786223869237
*c1cc(N=Cc2ccc(F)cc2)c(O)c(*)c1C,4,246.49616935874946
*c1cc(N=Cc2ccc(F)cc2)c(O)c(*)c1C,5,254.20012800559283
*c1cc(N=Cc2ccc(F)cc2)c(O)c(*)c1C,6,271.4766747227383
*c1cc(N=Cc2ccc(F)cc2)c(O)c(*)c1C,8,273.9973102393759
*c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(-c5nnc(*)c6c(-c7ccc(F)cc7)c(-c7ccc(F)cc7)c(-c7ccc(F)cc7)c(-c7ccc(F)cc7)c56)cc4)cc3)cc2)cc1,1,264.9119539820149
*c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(-c5nnc(*)c6c(-c7ccc(F)cc7)c(-c7ccc(F)cc7)c(-c7ccc(F)cc7)c(-c7ccc(F)cc7)c56)cc4)cc3)cc2)cc1,2,267.67814744312057
*c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(-c5nnc(*)c6c(-c7ccc(F)cc7)c(-c7ccc(F)cc7)c(-c7ccc(F)cc7)c(-c7ccc(F)cc7)c56)cc4)cc3)cc2)cc1,3,265.74027890298805
*c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(-c5nnc(*)c6c(-c7ccc(F)cc7)c(-c7ccc(F)cc7)c(-c7ccc(F)cc7)c(-c7ccc(F)cc7)c56)cc4)cc3)cc2)cc1,4,255.48556463447358
*c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(-c5nnc(*)c6c(-c7ccc(F)cc7)c(-c7ccc(F)cc7)c(-c7ccc(F)cc7)c(-c7ccc(F)cc7)c56)cc4)cc3)cc2)cc1,5,244.43210046974022
*c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(-c5nnc(*)c6c(-c7ccc(F)cc7)c(-c7ccc(F)cc7)c(-c7ccc(F)cc7)c(-c7ccc(F)cc7)c56)cc4)cc3)cc2)cc1,6,244.54341687376896
*c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(-c5nnc(*)c6c(-c7ccc(F)cc7)c(-c7ccc(F)cc7)c(-c7ccc(F)cc7)c(-c7ccc(F)cc7)c56)cc4)cc3)cc2)cc1,8,246.62002067477485
*CC(*)(C)C(=O)OCCCCCCOc1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,1,49.10278234354342
*CC(*)(C)C(=O)OCCCCCCOc1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,2,45.20431385940234
*CC(*)(C)C(=O)OCCCCCCOc1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,3,57.47926899589471
*CC(*)(C)C(=O)OCCCCCCOc1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,4,60.99904015675338
*CC(*)(C)C(=O)OCCCCCCOc1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,5,46.24349267951446
*CC(*)(C)C(=O)OCCCCCCOc1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,6,49.01329398862916
*CC(*)(C)C(=O)OCCCCCCOc1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,8,55.07859662107223
*c1ccc(CC(=O)Nc2ccc(Cc3ccc(NC(=O)Cc4ccc(-c5sc(*)c(-c6ccccc6)c5-c5ccccc5)cc4)cc3)cc2)cc1,1,213.13883323794408
*c1ccc(CC(=O)Nc2ccc(Cc3ccc(NC(=O)Cc4ccc(-c5sc(*)c(-c6ccccc6)c5-c5ccccc5)cc4)cc3)cc2)cc1,2,209.91115180050045
*c1ccc(CC(=O)Nc2ccc(Cc3ccc(NC(=O)Cc4ccc(-c5sc(*)c(-c6ccccc6)c5-c5ccccc5)cc4)cc3)cc2)cc1,3,201.0878982875714
*c1ccc(CC(=O)Nc2ccc(Cc3ccc(NC(=O)Cc4ccc(-c5sc(*)c(-c6ccccc6)c5-c5ccccc5)cc4)cc3)cc2)cc1,4,191.0992600596503
*c1ccc(CC(=O)Nc2ccc(Cc3ccc(NC(=O)Cc4ccc(-c5sc(*)c(-c6ccccc6)c5-c5ccccc5)cc4)cc3)cc2)cc1,5,190.74480661813504
*c1ccc(CC(=O)Nc2ccc(Cc3ccc(NC(=O)Cc4ccc(-c5sc(*)c(-c6ccccc6)c5-c5ccccc5)cc4)cc3)cc2)cc1,6,193.0119510218962
*c1ccc(CC(=O)Nc2ccc(Cc3ccc(NC(=O)Cc4ccc(-c5sc(*)c(-c6ccccc6)c5-c5ccccc5)cc4)cc3)cc2)cc1,8,189.65208969438027
*Oc1ccc(C(C)(C)c2ccc(OC(=O)OCCN(CCOC(*)=O)c3ccc4[nH]c5ccccc5c4c3)cc2)cc1,1,140.30500292191678
*Oc1ccc(C(C)(C)c2ccc(OC(=O)OCCN(CCOC(*)=O)c3ccc4[nH]c5ccccc5c4c3)cc2)cc1,2,133.52427120240552
*Oc1ccc(C(C)(C)c2ccc(OC(=O)OCCN(CCOC(*)=O)c3ccc4[nH]c5ccccc5c4c3)cc2)cc1,3,154.66747531553523
*Oc1ccc(C(C)(C)c2ccc(OC(=O)OCCN(CCOC(*)=O)c3ccc4[nH]c5ccccc5c4c3)cc2)cc1,4,160.33820529639488
*Oc1ccc(C(C)(C)c2ccc(OC(=O)OCCN(CCOC(*)=O)c3ccc4[nH]c5ccccc5c4c3)cc2)cc1,5,162.8768353777229
*Oc1ccc(C(C)(C)c2ccc(OC(=O)OCCN(CCOC(*)=O)c3ccc4[nH]c5ccccc5c4c3)cc2)cc1,6,156.09294985662672
*Oc1ccc(C(C)(C)c2ccc(OC(=O)OCCN(CCOC(*)=O)c3ccc4[nH]c5ccccc5c4c3)cc2)cc1,8,159.78604068704087
*COC(=O)Nc1ccc(Cc2ccc(NC(=O)OCc3cocc3*)cc2)cc1,1,139.45087404325528
*COC(=O)Nc1ccc(Cc2ccc(NC(=O)OCc3cocc3*)cc2)cc1,2,123.29958495026298
*COC(=O)Nc1ccc(Cc2ccc(NC(=O)OCc3cocc3*)cc2)cc1,3,122.04459624141053
*COC(=O)Nc1ccc(Cc2ccc(NC(=O)OCc3cocc3*)cc2)cc1,4,122.25733873837939
*COC(=O)Nc1ccc(Cc2ccc(NC(=O)OCc3cocc3*)cc2)cc1,5,124.72772408152845
*COC(=O)Nc1ccc(Cc2ccc(NC(=O)OCc3cocc3*)cc2)cc1,6,128.5042810891235
*COC(=O)Nc1ccc(Cc2ccc(NC(=O)OCc3cocc3*)cc2)cc1,8,133.93758319192654
*OC(CCCCC)CC(*)=O,1,13.233779636809658
*OC(CCCCC)CC(*)=O,2,4.985929617495098
*OC(CCCCC)CC(*)=O,3,-3.6381497199665644
*OC(CCCCC)CC(*)=O,4,4.525422456406159
*OC(CCCCC)CC(*)=O,5,14.146836278253094
*OC(CCCCC)CC(*)=O,6,9.426134380442171
*OC(CCCCC)CC(*)=O,8,1.3159169539853408
*Oc1ccc(C(=O)c2cccc(C(=O)c3ccc(*)c(C(C)C)c3)c2)cc1CC,1,165.40459338065267
*Oc1ccc(C(=O)c2cccc(C(=O)c3ccc(*)c(C(C)C)c3)c2)cc1CC,2,186.74280251063627
*Oc1ccc(C(=O)c2cccc(C(=O)c3ccc(*)c(C(C)C)c3)c2)cc1CC,3,201.64292966787298
*Oc1ccc(C(=O)c2cccc(C(=O)c3ccc(*)c(C(C)C)c3)c2)cc1CC,4,187.58216148200887
*Oc1ccc(C(=O)c2cccc(C(=O)c3ccc(*)c(C(C)C)c3)c2)cc1CC,5,178.75502768684984
*Oc1ccc(C(=O)c2cccc(C(=O)c3ccc(*)c(C(C)C)c3)c2)cc1CC,6,180.86488933263743
*Oc1ccc(C(=O)c2cccc(C(=O)c3ccc(*)c(C(C)C)c3)c2)cc1CC,8,180.95718555281687
*CCC(C)C(C)CCNC(=O)c1cccc(C(=O)N*)c1,1,103.3129293655386
*CCC(C)C(C)CCNC(=O)c1cccc(C(=O)N*)c1,2,122.37736254833206
*CCC(C)C(C)CCNC(=O)c1cccc(C(=O)N*)c1,3,118.78824509807403
*CCC(C)C(C)CCNC(=O)c1cccc(C(=O)N*)c1,4,119.81229548379538
*CCC(C)C(C)CCNC(=O)c1cccc(C(=O)N*)c1,5,126.62510103677184
*CCC(C)C(C)CCNC(=O)c1cccc(C(=O)N*)c1,6,126.3253111724065
*CCC(C)C(C)CCNC(=O)c1cccc(C(=O)N*)c1,8,125.69370639898834
*c1ccc(N(c2ccc(OC)cc2)c2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,1,275.25287742013705
